Target,pdb_id,Chain,Warhead,SMILES,%Exposed,pdb_path
DYRK1A,8c3q,A,RUT,C[C@@H]1O[C@@H](OC[C@H]2O[C@@H](Oc3c(-c4ccc(O)c(O)c4)oc4cc(O)cc(O)c4c3=O)[C@H](O)[C@@H](O)[C@@H]2O)[C@H](O)[C@H](O)[C@H]1O,0.256,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/8c3q_A_RUT.pdb
DYRK1A,7aj4,A,RHZ,COc1cc(-c2ccnc(N)c2)ccc1Cl,0.25,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7aj4_A_RHZ.pdb
DYRK1A,7ajy,A,RKZ,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1C[C@@H](C)Oc1ccccc1,0.25,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7ajy_A_RKZ.pdb
DYRK1A,7ake,A,RK8,Cc1nc2ccc(-c3cc(N)nc(N)c3)nc2n1C[C@H](C)Oc1cccc(Br)n1,0.241,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7ake_A_RK8.pdb
DYRK1A,6s17,A,KQK,CN(C)c1nccc(-c2cnn3ncccc23)n1,0.233,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/6s17_A_KQK.pdb
DYRK1A,6eip,A,B7B,CN1C(=O)[C@H]2CCC[C@H]2N(C2CCCC2)c2nc(Nc3ccc(C(N)=O)cc3)ncc21,0.226,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/6eip_A_B7B.pdb
DYRK1A,6eis,B,B6N,O=c1ccc2cnc3ccc(-c4cn[nH]c4)cc3c2n1-c1ccc(F)cc1C(F)(F)F,0.226,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/6eis_B_B6N.pdb
DYRK1A,6s1h,A,KQZ,CN(C)c1nccc(-c2c[nH]c3ncccc23)n1,0.226,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/6s1h_A_KQZ.pdb
DYRK1A,6ln1,B,EKU,O=c1c2c(O)cc(O)cc2oc2c(O)ccc(O)c12,0.222,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/6ln1_B_EKU.pdb
DYRK1A,7aj7,A,RHT,Cn1cnc2ccc(-c3cc(N)nc(N)c3)cc21,0.222,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7aj7_A_RHT.pdb
DYRK1A,5a4l,B,ZC3,CC(=O)Nc1nc2cc(F)ccc2s1,0.214,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/5a4l_B_ZC3.pdb
DYRK1A,6s1j,A,KRK,F[C@H]1CCN(c2nccc(-c3cnn4ncccc34)n2)C1,0.206,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/6s1j_A_KRK.pdb
DYRK1A,6s14,A,KQW,CN(c1nccc(-c2cnn3ncccc23)n1)C1CC1,0.176,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/6s14_A_KQW.pdb
DYRK1A,7o7k,A,LI,,0.0,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7o7k_A_LI.pdb
DYRK1A,7o7k,B,LI,,0.0,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/7o7k_B_LI.pdb
DYRK1A,9cy5,A,A00,,0.0,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/9cy5_A_A00.pdb
DYRK1A,9cy5,B,A00,,0.0,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/9cy5_B_A00.pdb
DYRK1A,9ft2,A,A02,,0.0,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/9ft2_A_A02.pdb
DYRK1A,9ft3,A,A03,,0.0,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/9ft3_A_A03.pdb
DYRK1A,9ft4,A,A04,,0.0,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/9ft4_A_A04.pdb
DYRK1A,9ft6,A,A05,,0.0,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/9ft6_A_A05.pdb
DYRK1A,9fuf,A,A01,,0.0,/home/jxs794/WEBTOOLs/PROTAC-Target-Builder/jobs/d6706e03/WAR_PDB/DYRK1A/9fuf_A_A01.pdb
